tid	index	output	input
470058400769122305	546	['me', 'gusta', 'la', 'fabulosa', 'de', '@fanny_lu', '*---*']	['ME', 'GUSTA', 'LA', 'FABULOSA', 'DE', '@Fanny_Lu', '*---*']
471829906993577984	549	"['good morning', '!!!', 'here', 'at', '@chelsealorienne', ""'"", 's', 'house', '..', ':)))']"	"['goodmorning', '!!!', 'here', 'at', '@chelsealorienne', ""'"", 's', 'house', '..', ':)))']"
469857007064072192	551	['@brazilstats', 'can', 'you', 'help', 'to', 'confirm', 'the', 'david', 'luiz', 'impending', 'transfer', 'to', 'psg', 'please', '?']	['@BrazilStats', 'can', 'you', 'help', 'to', 'confirm', 'the', 'David', 'Luiz', 'impending', 'transfer', 'to', 'PSG', 'pls', '?']
471263478825902080	554	['rt', '@flojoe98', ':', 'favorite', 'on', 'the', 'way', 'home', 'from', 'nialls', 'game', 'yesterday', '.', 'aww', 'love', 'him', '#teamniall', '#wmaonedirection', 'http://t.co/ggmibvihnx']	['RT', '@Flojoe98', ':', 'Favourite', 'on', 'the', 'way', 'home', 'from', 'Nialls', 'game', 'yesterday', '.', 'Aww', 'love', 'him', '#TeamNiall', '#WMAOneDirection', 'http://t.co/gGmIBVIhnx']
472062430827118592	555	['@ehyelcah', 'your', 'twitcon', '!', 'gorgeous', 'as', 'always', '!!', '(', 'y', ')']	['@Ehyelcah', 'your', 'twitcon', '!', 'Gorgeous', 'as', 'always', '!!', '(', 'Y', ')']
469855849431580672	557	['rt', '@knockknock0408', ':', '[', 'video', ']', '140523', 'exo', 'the', 'lost', 'planet', 'in', 'seoul', '-', 'sehun', 'genie', 'http://t.co/bfjv68aqug']	['RT', '@knockknock0408', ':', '[', 'VID', ']', '140523', 'EXO', 'THE', 'LOST', 'PLANET', 'in', 'SEOUL', '-', 'Sehun', 'Genie', 'http://t.co/BFjV68aQUG']
471592974980485120	559	"['rt', '@marchyprobs', ':', 'looch', ""doesn't"", 'have', 'to', 'kill', 'weise', 'next', 'year', 'now', '.', 'he', 'just', 'got', 'destroyed', '#nhl15bergeron']"	"['RT', '@MarchyProbs', ':', 'Looch', ""doesn't"", 'have', 'to', 'kill', 'Weise', 'next', 'year', 'now', '.', 'He', 'just', 'got', 'destroyed', '#NHL15Bergeron']"
470642407256883201	560	['@craftsboy', 'ha', 'haa', '!', 'you', 'fucking bag', '.', 'predictable', ',', 'yet', 'still', 'made', 'me', 'laugh', '.']	['@craftsBoy', 'ha', 'HAA', '!', 'You', 'fuckbag', '.', 'Predictable', ',', 'yet', 'STILL', 'made', 'me', 'laugh', '.']
471028018975367168	561	"['@0hmyf_', 'baby', 'ava', 'game', 'so', 'strong', ""you're"", 'too', 'pretty', 'oh my god', ""i'm"", 'crying']"	['@0hmyf_', 'baby', 'ava', 'game', 'so', 'strong', 'ur', 'too', 'pretty', 'omg', 'im', 'crying']
470734535140061184	562	"['i', 'just', 'commented', ':', 'ibaka', ""don't"", 'look', 'hurt', 'in', 'the', 'sneakers', 'app', 'http://t.co/l6tx8nmoxa']"	['I', 'just', 'commented', ':', 'Ibaka', 'dont', 'look', 'hurt', 'in', 'the', 'Sneakers', 'App', 'http://t.co/l6tx8nMoxa']
471568044016562176	563	"['neikeiishav', ':', 'my', 'heart', 'where', 'are', 'you', ',', 'i', 'can', 'go', 'out', 'now', '!', '/', 'hehe', ',', ""let's"", 'go', 'to', 'the', 'beach', '.', 'laughing out loud', ',', 'happy', 'me', 'it']"	"['neikeiishav', ':', 'My', 'heart', 'where', 'are', 'u', ',', 'i', 'can', 'go', 'out', 'now', '!', '/', 'hehe', ',', ""let's"", 'go', 'to', 'the', 'beach', '.', 'Lol', ',', 'happy', 'me', 'it']"
470873068802695168	567	['rt', '@justinbieber', ':', 'and', 'haters', '....', 'i', 'love', 'you', 'too', '.', ';)']	['RT', '@justinbieber', ':', 'and', 'haterz', '....', 'i', 'love', 'u', 'too', '.', ';)']
471723002581639168	569	"['no', 'you', ""don't"", 'because', 'you', 'will', 'wake', 'up', 'at', '9am', 'for', 'sure', '.']"	['no', 'u', 'dont', 'cause', 'u', 'will', 'wake', 'up', 'at', '9am', 'for', 'sure', '.']
470080911577735168	570	['rt', '@bestvinesever', ':', 'little', 'homies', 'a', 'real', 'g', 'http://t.co/mwn28zkjlb']	['RT', '@BestVinesEver', ':', 'Lil', 'homies', 'a', 'real', 'G', 'http://t.co/MWN28zkJLb']
470786695512588288	571	['ooh', 'i know', 'it', 'is', 'laughing out loud']	['Ooh', 'ikno', 'it', 'is', 'lol']
472217049637212161	573	"['@shoshoni_m', 'umm', 'right', 'by', 'the', 'corner', 'laughing out loud', ""there's"", 'a', 'basketball', 'court', '.', 'no', 'one', 'is', 'here', 'though']"	['@Shoshoni_m', 'umm', 'rite', 'by', 'the', 'corner', 'lol', 'theres', 'a', 'bball', 'court', '.', 'No', 'one', 'is', 'here', 'tho']
471925700706840577	575	"['@0613heero', 'it', ""doesn't"", 'have', 'the', 'same', 'meaning', 'as', 'gentle']"	['@0613Heero', 'It', 'doesnt', 'have', 'the', 'same', 'meaning', 'as', 'gentille']
470824146474393600	577	['rt', '@jbcrewdotcom', ':', '(', 'new', 'picture', ')', 'justin', 'bieber', 'instagrams', 'new', 'selfie', 'with', 'usher', '!', 'http://t.co/m7upsj40em', 'http://t.co/23sduo9wk4']	['RT', '@JBCrewdotcom', ':', '(', 'NEW', 'PIC', ')', 'Justin', 'Bieber', 'instagrams', 'new', 'selfie', 'with', 'Usher', '!', 'http://t.co/m7UPSj40em', 'http://t.co/23SduO9wK4']
470975095247495168	578	['my', 'shooters', 'got', 'guns', '&', 'they', 'sounding', 'like', 'dog', 'whistles', '!!', 'oxy', 'x', 'l.o.b', 'mafia', 'ft', '.', 'uptownkye', 'by', 'shizz', 'g', 'http://t.co/a96f0dcm9s', 'on', '#soundcloud']	['My', 'shooters', 'got', 'guns', '&', 'they', 'soundin', 'like', 'dog', 'whistles', '!!', 'OXY', 'x', 'L.O.B', 'Mafia', 'ft', '.', 'UptownKye', 'by', 'Shizz', 'G', 'http://t.co/A96f0Dcm9s', 'on', '#SoundCloud']
471585337152528385	579	['rt', '@_axe1torres', ':', 'ibalik', 'si', 'axel', 'sa', 'pbb', 'house']	['RT', '@_axe1torres', ':', 'IBALIK', 'SI', 'AXEL', 'SA', 'PBB', 'HOUSE']
471743340745342976	580	['#9', ':', 'aeg', 'be2003020w', '60cm', 'multifunction', 'single', 'built', 'in', 'electric', 'oven', 'in', 'white', 'http://t.co/mm0ikffjni', 'aeg', 'be2003', '...', 'http://t.co/bf577my664']	['#9', ':', 'AEG', 'BE2003020W', '60cm', 'Multifunction', 'Single', 'Built', 'in', 'Electric', 'Oven', 'in', 'White', 'http://t.co/MM0IKffjnI', 'AEG', 'BE2003', '...', 'http://t.co/BF577My664']
470600057369018368	583	"['@triana_afc', 'he', 'won', 'the', 'champions', 'league', 'why', ""wouldn't"", 'he', 'be', 'really', 'happy', '?', 'laughing out loud']"	['@triana_afc', 'he', 'won', 'the', 'champions', 'league', 'why', 'wouldnt', 'he', 'be', 'really', 'happy', '?', 'Lol']
471444085538967553	585	"[""i'm"", 'a', 'kpop', 'fan girl', '.', 'my', 'oppa', 'is', 'the', 'best', '.', 'your', 'argument', 'is', 'invalid', '.', '#fangirlquote']"	"[""I'm"", 'a', 'kpop', 'fangirl', '.', 'My', 'oppa', 'is', 'the', 'best', '.', 'Your', 'argument', 'is', 'invalid', '.', '#fangirlquote']"
471843408462376960	586	['yan', 'gomes', 'is', 'better', 'than', 'jason', 'giambi']	['Yan', 'Gomes', 'is', 'better', 'than', 'Jason', 'Giambi']
472179049263931392	588	['rt', '@itsakbeats', ':', 'little', 'boy', 'had', 'it', 'rougher', '-', 'slavery']	['RT', '@ItsAKBeats', ':', 'Lil', 'B', 'had', 'it', 'rougher', '-', 'slavery']
471346391823159296	589	['rt', '@britneedell', ':', 'i', 'can', 'finally', 'be', 'retweeted', 'and', 'shit', '.']	['RT', '@BritneeDell', ':', 'I', 'can', 'finally', 'be', 'retweeted', 'n', 'shit', '.']
471202183266844672	590	"['@masochist_ro', ""it's"", 'not', 'about', 'the', 'moves', 'though', 'homie', ',', 'you', 'gotta', 'remember', 'that', '.', 'pokemon', 'has', 'always', 'been', 'about', 'stats', 'and', 'ev', 'points', '.', 'fact', 'homie', '.']"	"['@Masochist_Ro', ""It's"", 'not', 'about', 'the', 'moves', 'though', 'homie', ',', 'you', 'gotta', 'remember', 'that', '.', 'Pokemon', 'has', 'always', 'been', 'about', 'stats', 'and', 'EV', 'points', '.', 'Fact', 'homie', '.']"
469786777637494784	591	['rt', '@tothebangtan', ':', '[', 'junon', 'magazine', ']', 'suga', '(', 'cr', '.', '25_jimin', ')', 'http://t.co/juwtcofglq']	['RT', '@ToTheBANGTAN', ':', '[', 'JUNON', 'Magazine', ']', 'SUGA', '(', 'Cr', '.', '25_jimin', ')', 'http://t.co/JUWTCofGlq']
471480764753006593	592	"[""i'm going to"", 'tell', 'you', 'how', 'i', 'talk', 'to', 'him', 'everything', 'baee']"	['Imma', 'tell', 'ya', 'how', 'I', 'talk', 'to', 'him', 'everything', 'baee']
469707744354660352	594	['rt', '@sheswantsthed', ':', 'manny', 'pacquiao', 'is', 'real', 'af', 'for', 'this', 'http://t.co/xwvuocohmz']	['RT', '@SheswantstheD', ':', 'Manny', 'Pacquiao', 'is', 'real', 'af', 'for', 'this', 'http://t.co/XwvuoCohmZ']
470399099901333505	596	['batwing', 'greyni', 'rp', '70.000', ',', 'spandex', 'tanpa', 'syal', ',', 'fit', 'to', 'l', 'http://t.co/wefkwhkg5d']	['batwing', 'greyni', 'Rp', '70.000', ',', 'spandex', 'tanpa', 'syal', ',', 'fit', 'to', 'L', 'http://t.co/wEFkWhkG5D']
472043057316380672	597	['http://t.co/co2b1ir2mf', '#4', ':', 'celestial', 'seasonings', 'sleepytime', 'extra', 'tea', ',', '20', 'count', 'tea', 'bag', 'celestial', 'seasonings', 'sl', '...', 'http://t.co/iimnocx2kl']	['http://t.co/cO2b1Ir2mf', '#4', ':', 'Celestial', 'Seasonings', 'Sleepytime', 'Extra', 'Tea', ',', '20', 'Count', 'Tea', 'Bag', 'Celestial', 'Seasonings', 'Sl', '...', 'http://t.co/Iimnocx2KL']
471604190511243264	598	"[""i'm"", 'so', 'excited', 'to', 'see', 'andreina', 'and', 'eliezer', '!!']"	"[""I'm"", 'so', 'excited', 'to', 'see', 'Andreina', 'and', 'Eliezer', '!!']"
471759040041590785	599	['send', 'me', 'your', 'snapchat', 'usernames', '!']	['Send', 'me', 'your', 'snapchat', 'usernames', '!']
471809279398510592	601	['rt', '@niallofficial', ':', 'dressing', 'room', 'shenanigans', '!', 'with', 'harrystyles', 'http://t.co/xdupsttiot']	['RT', '@NiallOfficial', ':', 'Dressin', 'room', 'shenanigans', '!', 'With', 'harrystyles', 'http://t.co/xDUPSTtIot']
470481027220406273	602	"[""i'm"", 'at', 'ioi', 'mall', '(', 'puchong', ',', 'selangor', ')', 'w/', '23', 'others', 'https://t.co/un8sawl71z']"	"[""I'm"", 'at', 'IOI', 'Mall', '(', 'Puchong', ',', 'Selangor', ')', 'w/', '23', 'others', 'https://t.co/Un8sAwL71z']"
471140401181491200	603	['goal', '!', 'waqa', 'scores', 'the', 'third', 'goal', 'for', 'fiji', 'on', '77min', '|', 'fij', '3-0', 'png', '#u20', '#fijvpng']	['GOAL', '!', 'WAQA', 'scores', 'the', 'third', 'goal', 'for', 'Fiji', 'on', '77min', '|', 'FIJ', '3-0', 'PNG', '#U20', '#FIJvPNG']
470989410436005889	605	['dungey', 'got', 'his', 'balls', 'back', '.', 'i', 'repeat', '.', 'dungey', 'got', 'his', 'balls', 'back', '.']	['Dungey', 'got', 'his', 'balls', 'back', '.', 'I', 'repeat', '.', 'Dungey', 'got', 'his', 'balls', 'back', '.']
471478164292898816	611	"['rt', '@stylestickles', ':', '#zouispassmethatblunt', '""', 'zayn', 'and', 'louis', '""', 'guess', 'who', ""doesn't"", 'take', 'managements', 'shit', 'anymore', 'http://t.co/fxvbwyqdv7']"	"['RT', '@stylestickles', ':', '#zouispassmethatblunt', '""', 'Zayn', 'and', 'louis', '""', 'GUESS', 'WHO', 'DOSENT', 'TAKE', 'MANAGEMENTS', 'SHIT', 'ANYMORE', 'http://t.co/FXvBwyqDV7']"
472001483378946049	612	"['rt', '@tomlindzayn', ':', '#thisisthem', 'i', ""didn't"", 'know', 'they', 'will', 'sing', 'what', 'the', 'fuck']"	['RT', '@tomlindzayn', ':', '#ThisIsThem', 'I', 'DDNT', 'KNOW', 'THEY', 'WILL', 'SING', 'WHAT', 'THE', 'FUX']
469831547630002176	614	['rt', '@home_elf', ':', '140523', 'ktr', '-', 'cutie', '~', '[', 'c', '.', 'mi870621', ']', 'http://t.co/shfzd1ldht']	['RT', '@Home_elf', ':', '140523', 'KTR', '-', 'cutie', '~', '[', 'c', '.', 'mi870621', ']', 'http://t.co/SHfZD1lDht']
471609995428364289	615	"['""', 'you', 'like', 'them', 'because', ""you're"", 'a', 'stoner', '.', ""everything's"", 'amusing', 'to', 'you', '""']"	"['""', 'you', 'like', 'em', 'cause', ""you're"", 'a', 'stoner', '.', 'everythings', 'amusing', 'to', 'you', '""']"
470816688980520960	616	['rt', '@trollouispizza', ':', '@pixelplay16', 'whenever', 'you', 'scream', 'i', 'laugh', 'hard', 'xd']	['RT', '@TrollouisPIZZA', ':', '@Pixelplay16', 'whenever', 'u', 'scream', 'i', 'laugh', 'hard', 'xD']
469707870188359681	618	"['ughh', ""i don't know"", 'why', ""i'm"", 'fucking', 'hot', '!', 'when', ""i'm"", 'laying', 'here', 'naked']"	"['Ughh', 'Idk', 'y', ""I'm"", 'fuckn', 'HOT', '!', 'When', ""I'm"", 'layin', 'here', 'naked']"
471058557719568385	621	"[""don't"", 'you', 'ever', 'for', 'a', 'second', 'get', 'to', 'thinking', '...', ""you're"", 'irreplaceable']"	"[""don't"", 'u', 'ever', 'for', 'a', 'second', 'get', 'to', 'thinkin', '...', 'ur', 'irreplaceable']"
472164239184912384	622	"[""i'm"", 'back', 'on', 'these', 'mother fuckers', 'all', ""y'all"", 'can', 'suck my dick']"	['Im', 'back', 'on', 'these', 'mf', 'all', 'yall', 'can', 'smd']
471324040389738496	624	['rt', '@5sos', ':', 'now', 'hello', 'newcastle', ':)', 'you', 'guys', 'are', 'so', 'sweet', '!', 'xo']	['RT', '@5SOS', ':', 'Naw', 'hello', 'Newcastle', ':)', 'you', 'guys', 'are', 'so', 'sweet', '!', 'Xo']
470765891781943296	626	['@l4rrysucks', 'ai', 'me', 'deixa', 'garota', 'vai', 'la', 'na', 'kah']	['@l4rrysucks', 'AI', 'ME', 'DEIXA', 'GAROTA', 'VAI', 'LA', 'NA', 'KAH']
472079480664518656	627	['marty', 'is', 'a', 'girl', 'haha']	['marty', 'is', 'a', 'g', 'haha']
470577588478689280	628	"['rt', '@rbma', ':', ""ny's"", 'legendary', 'funhouse', 'arguably', 'birthed', 'dance', ""music's"", 'first', 'dj', 'superstar', '@heyjellybean', 'benitez', 'http://t.co/o407ryzfv3', '#djjellyb']"	"['RT', '@RBMA', ':', ""NY's"", 'legendary', 'Funhouse', 'arguably', 'birthed', 'dance', ""music's"", 'first', 'DJ', 'superstar', '@HEYJELLYBEAN', 'BENITEZ', 'http://t.co/o407ryZFv3', '#djJellyB']"
470233148043714560	629	"['rt', '@frontporchstep', ':', '@state_champs', ""y'all"", ""can't"", 'sign', 'these', 'nuts']"	['RT', '@Frontporchstep', ':', '@State_Champs', 'yall', 'cant', 'sign', 'deez', 'nuts']
471859866932228096	630	['rt', '@sportscenter', ':', 'not', 'so', 'quick', ',', 'la', '!', 'michal', 'handzus', 'is', 'the', 'hero', 'as', 'blackhawks', 'beat', 'kings', 'in', 'ot', ',', '5-4', '.', 'http://t.co/fqcdqfxmn7']	['RT', '@SportsCenter', ':', 'NOT', 'SO', 'QUICK', ',', 'LA', '!', 'Michal', 'Handzus', 'is', 'the', 'hero', 'as', 'Blackhawks', 'beat', 'Kings', 'in', 'OT', ',', '5-4', '.', 'http://t.co/fqCdqFxmN7']
471360618922921984	631	"['@epicnarry', 'i', ""don't"", 'think', ""it's"", 'true', ""i don't know"", 'for', 'sure', 'it', 'makes', 'no', 'sense', 'because', 'i', 'think', ""jazzy's"", 'birthday', 'is', 'in', 'a', 'couple', 'days', 'but', 'apparently', ""selena's"", 'there', '2']"	"['@epicnarry', 'I', ""don't"", 'think', ""it's"", 'true', 'idk', 'for', 'sure', 'it', 'makes', 'no', 'sense', 'bc', 'I', 'think', 'jazzys', 'bday', 'is', 'in', 'a', 'couple', 'days', 'but', 'apparently', ""Selena's"", 'there', '2']"
470845814235885568	633	['i', 'liked', 'a', '@youtube', 'video', 'from', '@discipletk', 'http://t.co/ribiisuqhn', '#faze', '5', 'top', '100', 'results', 'v', 'log', 'disciple', 'tk']	['I', 'liked', 'a', '@YouTube', 'video', 'from', '@discipletk', 'http://t.co/rIbiISUqHn', '#FaZe', '5', 'Top', '100', 'Results', 'V', 'Log', 'Disciple', 'tK']
471155420992532480	634	['rt', '@stephfunkii', ':', '@j0w_', '@_jackss', 'laughing out loud', 'we', 'missed', 'your', 'guys', 'on', 'saturday', 'me', 'and', 'jacks', 'were', 'so', 'funny', 'and', 'no', 'one', 'got', 'us', 'hahaha']	['RT', '@stephfunkii', ':', '@J0W_', '@_jackss', 'lol', 'we', 'missed', 'u', 'guys', 'on', 'Saturday', 'me', 'and', 'Jacks', 'were', 'so', 'funny', 'and', 'no', 'one', 'got', 'us', 'hahaha']
470614682920034304	635	"['""', '@ralphmathekga', ':', 'zuma', ""'"", 's', 'cabinet', 'is', 'not', 'bad', 'at', 'all', '.', '""', 'i', 'concur', 'sir', 'rt', '@ralphmathekga']"	"['""', '@ralphmathekga', ':', 'Zuma', ""'"", 's', 'cabinet', 'is', 'not', 'bad', 'at', 'all', '.', '""', 'i', 'concur', 'sir', 'RT', '@ralphmathekga']"
471997725286756352	636	['what the fuck', 'is', 'previous', 'tweet', 'been', 'trying', 'to', 'figure', 'this', 'out', 'for', 'about', 'a', 'year']	['wtf', 'is', 'prev', 'tweet', 'been', 'trying', 'to', 'figure', 'this', 'out', 'for', 'about', 'a', 'year']
470446432584224768	637	['holy', 'fuck', '', 'liam', 'scared', 'me']	['HOLY', 'FU', 'K', 'LIAM', 'SCARED', 'ME']
469972526568075265	638	"['rt', '@pewdiepie', ':', 'retweet', 'my', 'previous', 'tweet', 'and', 'i', 'will', 'follow', 'you', 'back', '.', 'laughing out loud', 'just kidding', 'i', ""won't"", '.']"	['RT', '@pewdiepie', ':', 'RT', 'my', 'previous', 'tweet', 'and', 'I', 'will', 'follow', 'you', 'back', '.', 'Lol', 'jk', 'I', 'wont', '.']
471683760669622272	639	['i', 'give', 'no', 'fucks', 'what', 'someone', 'has', 'to', 'say', 'about', 'another', 'mother fucker', 'because', 'a lot', 'you', 'got', 'bad', 'blood', '..', 'straight', 'hate', 'running', 'through', 'you']	['I', 'give', 'no', 'fucks', 'wat', 'someone', 'has', 'to', 'say', 'about', 'another', 'mf', 'cuz', 'alot', 'ya', 'got', 'bad', 'blood', '..', 'Str8', 'hate', 'runnin', 'thru', 'ya']
471175016755638272	641	['dan', 'buat', 'yang', 'lolos', ',', 'congratulations', '!', 'enjoy', 'the', 'feedback', 'of', 'your', 'hardwork', ',', 'yey', '.', '*', 'throws', 'confetti', '*', '#celty', 'http://t.co/jusmfxs4z7']	['dan', 'buat', 'yang', 'lolos', ',', 'congrats', '!', 'enjoy', 'the', 'feedback', 'of', 'your', 'hardwork', ',', 'yey', '.', '*', 'throws', 'confetti', '*', '#Celty', 'http://t.co/jusmFxS4Z7']
470062439875485696	645	['@dioraemun', 'yes', 'it', 'is', '.', 'come', 'to', 'me', '!', 'laughing out loud']	['@dioraemun', 'yesss', 'it', 'is', '.', 'Come', 'to', 'me', '!', 'Lol']
471044661994217472	646	['1', 'tweep', 'unfollowed', '(', 'goodbye', '!', ')', 'me', 'in', 'the', 'past', 'week', '.', 'thank', 'you', 'http://t.co/wqcw09u9ng', '.']	['1', 'tweep', 'unfollowed', '(', 'goodbye', '!', ')', 'me', 'in', 'the', 'past', 'week', '.', 'Thank', 'you', 'http://t.co/wQcw09u9NG', '.']
471266947502706688	647	"[""let's"", 'find', 'what', 'you', 'can', 'do', ',', 'not', 'what', 'you', 'want', 'to', 'do', '.', '-', 'yoon', 'tae', 'woong']"	"[""Let's"", 'find', 'what', 'you', 'can', 'do', ',', 'not', 'what', 'you', 'want', 'to', 'do', '.', '-', 'yoon', 'tae', 'woong']"
470778973790560256	648	"['rt', '@wesley_a_evans', ':', ""i'm going to"", 'start', 'telling', 'myself', 'my', 'own', 'secrets', 'because', 'i', ""can't"", 'trust', 'anyone', 'but', 'me']"	"['RT', '@Wesley_A_Evans', ':', 'Imma', 'start', 'telling', 'myself', 'my', 'own', 'secrets', 'cuz', 'I', ""can't"", 'trust', 'anyone', 'be', 'me']"
470483363464105984	651	['rt', '@jonqhyeon', ':', 'thunder', '!', 'kai', 'undid', 'his', 'tie', 'unbuttoned', 'a', 'few', 'buttons', 'on', 'his', 'shirt', 'tt']	['RT', '@jonqhyeon', ':', 'Thunder', '!', 'Kai', 'undid', 'his', 'tie', 'unbuttoned', 'a', 'few', 'buttons', 'on', 'his', 'shirt', 'TT']
470181545517383681	654	"['@ohsayhuns', 'like', 'srlsy', 'nada', ""i'm"", 'so', 'mad', 'http://t.co/1wlf8mr6ro']"	['@ohsayhuns', 'LIKE', 'SRLSY', 'NADA', 'IM', 'SO', 'MAD', 'http://t.co/1WLF8MR6rO']
472107456676384768	655	['nflpa', 'boss', 'goes', 'on', 'offensive', 'about', 'goodell', 'http://t.co/h9burrwcv6']	['NFLPA', 'boss', 'goes', 'on', 'offensive', 'about', 'Goodell', 'http://t.co/H9bURrWcv6']
471543654155554817	659	"['rt', '@arianagrande', ':', 'you', 'know', ""i'll"", 'be', 'saving', 'my', 'love', 'for', 'you']"	"['RT', '@ArianaGrande', ':', 'u', 'know', ""I'll"", 'be', 'savin', 'my', 'love', 'for', 'u']"
470070077702672384	660	['@luannatomy', 'awwww', '.', 'you', 'vacant', 'for', 'this', 'whole', 'day', '?', 'seryoso', '?', 'ikaw', 'pa', 'ahaha']	['@luannatomy', 'AWWWW', '.', 'YOU', 'VACANT', 'FOR', 'THIS', 'WHOLE', 'DAY', '?', 'SERYOSO', '?', 'IKAW', 'PA', 'AHAHA']
470183139357491200	661	['rt', '@worldstarfunny', ':', 'this', 'nigger', 'gives', '0', 'fucks', 'laughing out loud', 'look', 'at', 'the', 'computer', 'screen', 'https://t.co/5twtrk3b9u']	['RT', '@WorldStarFunny', ':', 'this', 'nigga', 'gives', '0', 'fucks', 'lol', 'look', 'at', 'the', 'computer', 'screen', 'https://t.co/5tWtRk3B9u']
470412202877648897	662	['@ironchinchilla', 'what the fuck', 'we', 'need', 'a', 'picture', 'b']	['@ironchinchilla', 'wtf', 'we', 'need', 'a', 'pic', 'B']
471394131395485696	663	"['@xistylesgucci', 'i', 'feel', 'stupid', 'because', ""i'm"", 'arabic', 'and', ""don't"", 'know', 'why', 'people', 'do', 'that', 'laughing out loud', ':/']"	['@xistylesgucci', 'I', 'feel', 'stupid', 'coz', 'im', 'Arabic', 'and', 'dont', 'know', 'why', 'people', 'do', 'that', 'lol', ':/']
472029388113190913	664	['all', 'these', 'thots', 'going', 'wild', ',', 'giving', 'headed', 'on', 'the', 'vents']	['All', 'these', 'thots', 'goin', 'wild', ',', 'givin', 'headd', 'on', 'the', 'vents']
471388355846893568	665	"['@baracxnt', 'bitch', 'better', 'be', 'joking', ',', 'or', ""i'm going to"", 'flip', 'the', 'table']"	['@baracxnt', 'bitch', 'better', 'be', 'jokin', ',', 'or', 'imma', 'flip', 'the', 'table']
471333532112269312	667	"[""i'm"", 'tired', 'of', 'seeing', 'lsu', 'face', 'fuck', '.']"	"[""I'm"", 'tired', 'of', 'seeing', 'LSU', 'face', 'Fck', '.']"
471568513773998080	670	['@greysonchance', 'greyson', ',', 'can', 'you', 'follow', 'me', '?', ':)', 'x20']	['@greysonchance', 'Greyson', ',', 'can', 'u', 'follow', 'me', '?', ':)', 'x20']
471691729834606592	671	['wizards', 'better', 're-sign', 'gortat', 'and', 'ariza', 'to', 'keep', 'the', 'chemistry', '.']	['Wizards', 'better', 're-sign', 'Gortat', 'and', 'Ariza', 'to', 'keep', 'the', 'chemistry', '.']
471340633039196160	673	['@wajdy_akhmadi', 'terharu', 'cooyyyy', ',', 'bahagia', 'laahhh', ':', '*', 'thanks', 'for', 'everyday', 'every night']	['@Wajdy_akhmadi', 'terharu', 'cooyyyy', ',', 'bahagia', 'laahhh', ':', '*', 'thanks', 'for', 'everyday', 'everynight']
472087776993607680	680	['mma', 'legend', 'liddell', 'says', 'conor', 'can', 'be', 'king', '-', 'irish', 'daily', 'star', '|', 'irish', 'daily', 'star', 'http://t.co/1tlh5t8zvm']	['MMA', 'legend', 'Liddell', 'says', 'Conor', 'can', 'be', 'king', '-', 'Irish', 'Daily', 'Star', '|', 'Irish', 'Daily', 'Star', 'http://t.co/1tlH5T8ZVM']
470656881825177600	681	"['@jaibrooks1', 'jai', 'please', 'follow', 'me', 'baby', ',', ""that's"", 'my', 'dream', ':(', '8']"	['@JaiBrooks1', 'jai', 'please', 'follow', 'me', 'babe', ',', 'thats', 'my', 'dream', ':(', '8']
472203686601838592	682	"['rt', '@alissahupp', ':', ""i don't know"", 'who', 'i', 'hate', 'more', 'guys', 'or', 'girls', 'laughing out loud']"	['RT', '@alissahupp', ':', 'Idk', 'who', 'I', 'hate', 'more', 'guys', 'or', 'girls', 'lol']
471724961321975808	683	['love', 'talking', 'life/leadership/and', 'ministry', 'with', 'pastor', 'b', '.', 'keep', 'rocking', 'it', 'in', 'iowa', 'brother', '!', '@brianallan87']	['Love', 'talking', 'life/leadership/and', 'ministry', 'with', 'Pastor', 'B', '.', 'Keep', 'rockin', 'it', 'in', 'Iowa', 'bro', '!', '@BrianAllan87']
469859762721796096	687	['@jack_mac22', 'thanks', 'man', '.', 'hit me up', 'if', 'you', 'ever', 'need', 'a', 'ride', 'laughing out loud']	['@Jack_Mac22', 'thanks', 'man', '.', 'Hmu', 'if', 'u', 'ever', 'need', 'a', 'ride', 'lol']
470574551831568384	691	['@emyllxa', 'i', 'can', 'see', 'that', 'actually', 'hahaha', 'wheres', 'your', 'internship', 'gonna', 'be', 'at', '?', 'working at home', 'means', 'you', 'can', 'see', 'me', 'often', 'already', 'hahahaha']	['@emyllxa', 'i', 'can', 'see', 'that', 'actually', 'HAHAHA', 'wheres', 'your', 'internship', 'gonna', 'be', 'at', '?', 'Wah', 'means', 'you', 'can', 'see', 'me', 'often', 'already', 'hahahaha']
470164122391543808	692	['as', 'we', 'collide', '-', 'christian', 'burns', '&', 'paul', 'oakenfold', 'ft', 'jes', 'http://t.co/i8rity1huy', '#nowplaying', '#listenlive']	['As', 'We', 'Collide', '-', 'Christian', 'Burns', '&', 'Paul', 'Oakenfold', 'Ft', 'JES', 'http://t.co/i8riTY1huy', '#nowplaying', '#listenlive']
470032777745006592	696	"['rt', '@ldreyglobal', ':', 'lana', 'del', 'rey', 'performing', 'at', 'kanye', ""west's"", 'and', 'kim', ""kardashian's"", 'wedding', 'rehearsal', 'today', '.', 'http://t.co/gnnupfjjmw']"	"['RT', '@LDReyGlobal', ':', 'Lana', 'Del', 'Rey', 'performing', 'at', 'Kanye', ""West's"", 'and', 'Kim', ""Kardashian's"", 'wedding', 'rehearsal', 'today', '.', 'http://t.co/gNnuPfjJMW']"
